MAE,RMSE,MASE,sMAPE,dataset,run_name,version,timestamp,fold,model,horizon,weather_scenario,model_uses_covariates,degradation_seed,num_weather_vars,test_imputed,train_imputed
48.333333333333336,54.64125425598013,0.1667495556894206,2.1633868142936006,seoul,seoul_v5,v5,2026-03-15T20:03:57.694121,19,Seasonal_Naive,6,clean_only,False,42,0,0,48
277.9166666666667,449.50862060699126,0.9726235392870548,24.33596267135492,seoul,seoul_v5,v5,2026-03-15T20:03:59.310261,0,Seasonal_Naive,24,clean_only,False,42,0,0,48
133.08333333333334,152.14275095010825,0.4632313238888904,16.14402634310679,seoul,seoul_v5,v5,2026-03-15T20:03:59.310591,1,Seasonal_Naive,24,clean_only,False,42,0,0,48
337.2916666666667,475.9483077674157,1.1713074303387971,34.393887210236215,seoul,seoul_v5,v5,2026-03-15T20:03:59.310890,2,Seasonal_Naive,24,clean_only,False,42,0,0,48
86.33333333333333,115.34441179932963,0.2979951372435998,10.280426930818116,seoul,seoul_v5,v5,2026-03-15T20:03:59.311179,3,Seasonal_Naive,24,clean_only,False,42,0,0,48
42.125,55.46507910388301,0.1452332852984456,4.979676714830994,seoul,seoul_v5,v5,2026-03-15T20:03:59.311523,4,Seasonal_Naive,24,clean_only,False,42,0,0,48
45.75,54.68927378075765,0.1578102048803297,4.708711071871374,seoul,seoul_v5,v5,2026-03-15T20:03:59.311823,5,Seasonal_Naive,24,clean_only,False,42,0,0,48
76.125,103.98697835145836,0.262750094087252,6.239798397869,seoul,seoul_v5,v5,2026-03-15T20:03:59.312111,6,Seasonal_Naive,24,clean_only,False,42,0,0,48
273.75,432.6265710748705,0.9453857414006884,25.333694957252582,seoul,seoul_v5,v5,2026-03-15T20:03:59.312395,7,Seasonal_Naive,24,clean_only,False,42,0,0,48
121.5,141.42665943873524,0.4177256550868172,18.18724869446685,seoul,seoul_v5,v5,2026-03-15T20:03:59.312679,8,Seasonal_Naive,24,clean_only,False,42,0,0,48
349.2083333333333,490.70735508379465,1.1987125287213884,38.793451486525726,seoul,seoul_v5,v5,2026-03-15T20:03:59.312962,9,Seasonal_Naive,24,clean_only,False,42,0,0,48
65.29166666666667,86.69751053711596,0.2230628063746054,8.143790695211962,seoul,seoul_v5,v5,2026-03-15T20:03:59.313249,10,Seasonal_Naive,24,clean_only,False,42,0,0,48
67.625,80.79836013187396,0.2309071378798259,7.004475237704059,seoul,seoul_v5,v5,2026-03-15T20:03:59.313532,11,Seasonal_Naive,24,clean_only,False,42,0,0,48
53.125,73.86953589493665,0.1813746492193742,6.516672062176481,seoul,seoul_v5,v5,2026-03-15T20:03:59.313823,12,Seasonal_Naive,24,clean_only,False,42,0,0,48
91.25,133.89081372521417,0.3112610020297263,8.371671650882902,seoul,seoul_v5,v5,2026-03-15T20:03:59.314106,13,Seasonal_Naive,24,clean_only,False,42,0,0,48
320.2083333333333,463.466872242954,1.0909921292345108,35.31699568238183,seoul,seoul_v5,v5,2026-03-15T20:03:59.314386,14,Seasonal_Naive,24,clean_only,False,42,0,0,48
180.0,236.1997742025452,0.6098344288210333,24.4337786376927,seoul,seoul_v5,v5,2026-03-15T20:03:59.314666,15,Seasonal_Naive,24,clean_only,False,42,0,0,48
275.4583333333333,429.5557297953317,0.93074224572543,31.91252492262533,seoul,seoul_v5,v5,2026-03-15T20:03:59.314949,16,Seasonal_Naive,24,clean_only,False,42,0,0,48
77.5,97.99404743826706,0.2609723240992121,9.328224120768349,seoul,seoul_v5,v5,2026-03-15T20:03:59.315231,17,Seasonal_Naive,24,clean_only,False,42,0,0,48
104.125,140.4497241008326,0.35051010327721,10.91546108400476,seoul,seoul_v5,v5,2026-03-15T20:03:59.315512,18,Seasonal_Naive,24,clean_only,False,42,0,0,48
42.208333333333336,48.69676580636541,0.1420451289714024,6.929957507225741,seoul,seoul_v5,v5,2026-03-15T20:03:59.315798,19,Seasonal_Naive,24,clean_only,False,42,0,0,48
306.8333333333333,485.9584172882834,1.0738230499714947,27.59243687383629,seoul,seoul_v5,v5,2026-03-15T20:03:59.521511,0,Seasonal_Naive,48,clean_only,False,42,0,0,48
319.25,476.3033434692644,1.1086544201674935,31.532316065947168,seoul,seoul_v5,v5,2026-03-15T20:03:59.521836,1,Seasonal_Naive,48,clean_only,False,42,0,0,48
51.333333333333336,63.75898629474384,0.1769806206604204,5.606885118196647,seoul,seoul_v5,v5,2026-03-15T20:03:59.522139,2,Seasonal_Naive,48,clean_only,False,42,0,0,48
194.3333333333333,361.0399908597384,0.6707533874236142,16.625527925793804,seoul,seoul_v5,v5,2026-03-15T20:03:59.522443,3,Seasonal_Naive,48,clean_only,False,42,0,0,48
214.7708333333333,332.1433864563115,0.7383974242609737,25.36513226923202,seoul,seoul_v5,v5,2026-03-15T20:03:59.522780,4,Seasonal_Naive,48,clean_only,False,42,0,0,48
72.9375,92.24887081513066,0.2491840731070496,9.426365054314488,seoul,seoul_v5,v5,2026-03-15T20:03:59.523069,5,Seasonal_Naive,48,clean_only,False,42,0,0,48
86.16666666666667,126.67527383037309,0.2941825683024831,8.572521867231435,seoul,seoul_v5,v5,2026-03-15T20:03:59.523354,6,Seasonal_Naive,48,clean_only,False,42,0,0,48
283.4166666666667,437.7344609844344,0.9656380563504416,32.24710066174676,seoul,seoul_v5,v5,2026-03-15T20:03:59.523661,7,Seasonal_Naive,48,clean_only,False,42,0,0,48
246.3333333333333,405.59673116697246,0.8323321973572445,28.611320298354688,seoul,seoul_v5,v5,2026-03-15T20:03:59.523944,8,Seasonal_Naive,48,clean_only,False,42,0,0,48
97.97916666666669,131.56612722632423,0.3298217318352778,10.084200624808345,seoul,seoul_v5,v5,2026-03-15T20:03:59.524226,9,Seasonal_Naive,48,clean_only,False,42,0,0,48
128.72916666666666,234.329673394842,0.4333186740392996,16.280592029098703,seoul,seoul_v5,v5,2026-03-15T20:03:59.524516,10,Seasonal_Naive,48,clean_only,False,42,0,0,48
146.41666666666666,205.61655251138384,0.4923434088023203,22.530794868250634,seoul,seoul_v5,v5,2026-03-15T20:03:59.524810,11,Seasonal_Naive,48,clean_only,False,42,0,0,48
194.8333333333333,269.81652716861754,0.6522915453940524,21.362477120574127,seoul,seoul_v5,v5,2026-03-15T20:03:59.525095,12,Seasonal_Naive,48,clean_only,False,42,0,0,48
81.5625,136.23501446642368,0.2729172059312946,8.426957944669196,seoul,seoul_v5,v5,2026-03-15T20:03:59.525373,13,Seasonal_Naive,48,clean_only,False,42,0,0,48
272.5208333333333,410.5280390342825,0.9087129720388618,29.01904916044978,seoul,seoul_v5,v5,2026-03-15T20:03:59.525660,14,Seasonal_Naive,48,clean_only,False,42,0,0,48
346.7291666666667,483.9834923149067,1.1505892512445397,39.93326003715452,seoul,seoul_v5,v5,2026-03-15T20:03:59.525950,15,Seasonal_Naive,48,clean_only,False,42,0,0,48
202.54166666666663,340.649624492185,0.6678486452053481,20.7478478083122,seoul,seoul_v5,v5,2026-03-15T20:03:59.526232,16,Seasonal_Naive,48,clean_only,False,42,0,0,48
243.66666666666663,297.27961024373445,0.7960656604029922,28.101893485803792,seoul,seoul_v5,v5,2026-03-15T20:03:59.526513,17,Seasonal_Naive,48,clean_only,False,42,0,0,48
171.83333333333334,273.69927231665537,0.5620037391664974,20.304127557144845,seoul,seoul_v5,v5,2026-03-15T20:03:59.526796,18,Seasonal_Naive,48,clean_only,False,42,0,0,48
138.02083333333334,193.09502194515528,0.4515826770092943,21.32967094559088,seoul,seoul_v5,v5,2026-03-15T20:03:59.527082,19,Seasonal_Naive,48,clean_only,False,42,0,0,48
195.0059523809524,304.97473548757165,0.6824613358445748,18.037078680950025,seoul,seoul_v5,v5,2026-03-15T20:03:59.747644,0,Seasonal_Naive,168,clean_only,False,42,0,0,48
153.8095238095238,270.65139676607726,0.5311756372644876,16.274137032739596,seoul,seoul_v5,v5,2026-03-15T20:03:59.747983,1,Seasonal_Naive,168,clean_only,False,42,0,0,48
155.54761904761904,259.36543441913875,0.5299713044178127,17.742162772193996,seoul,seoul_v5,v5,2026-03-15T20:03:59.748291,2,Seasonal_Naive,168,clean_only,False,42,0,0,48
143.36904761904762,220.6509849125019,0.4828686011542898,17.20332800219168,seoul,seoul_v5,v5,2026-03-15T20:03:59.748588,3,Seasonal_Naive,168,clean_only,False,42,0,0,48
187.0059523809524,306.44778355801344,0.6235660323598005,20.30847842241081,seoul,seoul_v5,v5,2026-03-15T20:03:59.748926,4,Seasonal_Naive,168,clean_only,False,42,0,0,48
308.2797619047619,503.481421371898,1.0088581953576776,36.851033195022566,seoul,seoul_v5,v5,2026-03-15T20:03:59.749223,5,Seasonal_Naive,168,clean_only,False,42,0,0,48
491.625,619.1199062647988,1.5906844029422025,87.58394057328393,seoul,seoul_v5,v5,2026-03-15T20:03:59.749517,6,Seasonal_Naive,168,clean_only,False,42,0,0,48
294.73809523809524,504.3136306855468,0.9157435707382297,29.94769359082308,seoul,seoul_v5,v5,2026-03-15T20:03:59.749816,7,Seasonal_Naive,168,clean_only,False,42,0,0,48
192.66666666666663,317.8047094259828,0.5921810789669207,20.715137653437186,seoul,seoul_v5,v5,2026-03-15T20:03:59.750112,8,Seasonal_Naive,168,clean_only,False,42,0,0,48
412.1845238095238,622.9767107547899,1.2621885211024957,47.629895036426085,seoul,seoul_v5,v5,2026-03-15T20:03:59.750404,9,Seasonal_Naive,168,clean_only,False,42,0,48,48
407.2440476190476,543.2980031604159,1.2113939427333884,81.44309119617557,seoul,seoul_v5,v5,2026-03-15T20:03:59.750697,10,Seasonal_Naive,168,clean_only,False,42,0,24,96
444.5892857142857,672.1790834577458,1.3416222117365673,45.628682501420165,seoul,seoul_v5,v5,2026-03-15T20:03:59.750990,11,Seasonal_Naive,168,clean_only,False,42,0,72,112
971.6607142857144,1203.2436147466444,2.9239485834173427,139.59776337312977,seoul,seoul_v5,v5,2026-03-15T20:03:59.751279,12,Seasonal_Naive,168,clean_only,False,42,0,31,168
141.98214285714286,258.9502273374079,0.433748251554885,14.459996247292567,seoul,seoul_v5,v5,2026-03-15T20:03:59.751569,13,Seasonal_Naive,168,clean_only,False,42,0,0,199
237.92261904761904,398.2467902599856,0.7397358179729513,26.711407552427247,seoul,seoul_v5,v5,2026-03-15T20:03:59.751869,14,Seasonal_Naive,168,clean_only,False,42,0,0,199
409.57738095238096,539.2834366082459,1.291689975060019,68.58259573318831,seoul,seoul_v5,v5,2026-03-15T20:03:59.752168,15,Seasonal_Naive,168,clean_only,False,42,0,0,199
377.5833333333333,624.7349914354162,1.2471604305373496,61.15858403544661,seoul,seoul_v5,v5,2026-03-15T20:03:59.752454,16,Seasonal_Naive,168,clean_only,False,42,0,72,175
758.7261904761905,898.8267749842411,2.6245004392829423,154.52300155194513,seoul,seoul_v5,v5,2026-03-15T20:03:59.752743,17,Seasonal_Naive,168,clean_only,False,42,0,0,247
183.19642857142856,271.2346660138026,0.6363515718587502,27.33430951590868,seoul,seoul_v5,v5,2026-03-15T20:03:59.753035,18,Seasonal_Naive,168,clean_only,False,42,0,0,247
128.64880952380952,260.41929332008664,0.4515553597354688,23.76753717918394,seoul,seoul_v5,v5,2026-03-15T20:03:59.753326,19,Seasonal_Naive,168,clean_only,False,42,0,0,247
789.7487241715745,873.6155337408776,2.763879577515536,79.59812465602484,seoul,seoul_v5,v5,2026-03-15T20:04:00.669487,0,ARIMA,6,clean_only,False,42,0,0,48
523.9078365138972,562.2692560632299,1.8321806819640247,105.03357747677516,seoul,seoul_v5,v5,2026-03-15T20:04:01.165282,1,ARIMA,6,clean_only,False,42,0,0,48
234.53283469188275,274.49151828925244,0.8182791632846629,22.246553139868983,seoul,seoul_v5,v5,2026-03-15T20:04:01.611382,2,ARIMA,6,clean_only,False,42,0,0,48
362.73216911778326,407.4812501592288,1.264990050518924,22.26398150313064,seoul,seoul_v5,v5,2026-03-15T20:04:02.075010,3,ARIMA,6,clean_only,False,42,0,0,48
703.2900871690609,775.7023455677241,2.447984957975633,81.89541881174125,seoul,seoul_v5,v5,2026-03-15T20:04:02.561189,4,ARIMA,6,clean_only,False,42,0,0,48
332.44136058348766,371.8016642830005,1.1567574761876358,75.74762430759498,seoul,seoul_v5,v5,2026-03-15T20:04:03.112479,5,ARIMA,6,clean_only,False,42,0,0,48
238.20533779832604,292.08815387267174,0.8282184130322491,26.683132430066443,seoul,seoul_v5,v5,2026-03-15T20:04:03.687720,6,ARIMA,6,clean_only,False,42,0,0,48
480.0671001535516,539.0292113199476,1.6677045410011022,31.59240230584448,seoul,seoul_v5,v5,2026-03-15T20:04:04.199127,7,ARIMA,6,clean_only,False,42,0,0,48
666.9518951697587,690.4097198782864,2.316113286199029,92.3490915623166,seoul,seoul_v5,v5,2026-03-15T20:04:04.696515,8,ARIMA,6,clean_only,False,42,0,0,48
729.3254496058157,868.1365608650311,2.5308672138298705,95.4403054307164,seoul,seoul_v5,v5,2026-03-15T20:04:05.198876,9,ARIMA,6,clean_only,False,42,0,0,48
183.39068826400265,325.6098111337512,0.6349637376186091,19.68613799373413,seoul,seoul_v5,v5,2026-03-15T20:04:05.672873,10,ARIMA,6,clean_only,False,42,0,0,48
659.7094030927416,727.6579792374434,2.282442510128784,34.39122590279505,seoul,seoul_v5,v5,2026-03-15T20:04:06.154080,11,ARIMA,6,clean_only,False,42,0,0,48
840.0867521793106,891.5401944550401,2.8997115870139423,93.2752186347116,seoul,seoul_v5,v5,2026-03-15T20:04:06.634033,12,ARIMA,6,clean_only,False,42,0,0,48
734.2650174057079,847.1643897968657,2.533291266859542,94.09767323188493,seoul,seoul_v5,v5,2026-03-15T20:04:07.255961,13,ARIMA,6,clean_only,False,42,0,0,48
227.7375817097624,381.0954654834551,0.785653290477885,22.20315321206226,seoul,seoul_v5,v5,2026-03-15T20:04:07.950382,14,ARIMA,6,clean_only,False,42,0,0,48
569.6495911553696,630.8333044950608,1.9641326274694748,28.937539284236347,seoul,seoul_v5,v5,2026-03-15T20:04:08.439437,15,ARIMA,6,clean_only,False,42,0,0,48
876.0569701541186,925.7744840297208,3.0203592138655195,93.79957120924408,seoul,seoul_v5,v5,2026-03-15T20:04:09.019897,16,ARIMA,6,clean_only,False,42,0,0,48
766.8072050044402,876.881346719737,2.6446017213565023,107.21364189561346,seoul,seoul_v5,v5,2026-03-15T20:04:09.547691,17,ARIMA,6,clean_only,False,42,0,0,48
286.18795605592305,434.42152803177305,0.9873282508380978,31.67252156032676,seoul,seoul_v5,v5,2026-03-15T20:04:10.039321,18,ARIMA,6,clean_only,False,42,0,0,48
535.3661555078855,587.2953999848339,1.8470083150777896,27.43028160351611,seoul,seoul_v5,v5,2026-03-15T20:04:10.759502,19,ARIMA,6,clean_only,False,42,0,0,48
541.3598504362341,632.1188501167217,1.894594304380932,48.41694472778066,seoul,seoul_v5,v5,2026-03-15T20:04:11.431651,0,ARIMA,24,clean_only,False,42,0,0,48
549.6655080218424,619.7995159767135,1.91325445943908,55.25141780766555,seoul,seoul_v5,v5,2026-03-15T20:04:11.909423,1,ARIMA,24,clean_only,False,42,0,0,48
615.9611589191113,724.3317537036348,2.139038563781253,56.945064070201646,seoul,seoul_v5,v5,2026-03-15T20:04:12.395063,2,ARIMA,24,clean_only,False,42,0,0,48
626.6504789574755,712.5065020055052,2.1629976310505845,53.43789156338343,seoul,seoul_v5,v5,2026-03-15T20:04:12.908761,3,ARIMA,24,clean_only,False,42,0,0,48
654.5432975059481,726.112529747142,2.2566521891244333,55.820773224311374,seoul,seoul_v5,v5,2026-03-15T20:04:13.484764,4,ARIMA,24,clean_only,False,42,0,0,48
634.4760535417577,707.0145679586348,2.188563847018314,54.31457440617265,seoul,seoul_v5,v5,2026-03-15T20:04:13.970885,5,ARIMA,24,clean_only,False,42,0,0,48
573.1592137683951,640.6158582157278,1.9782940866288496,51.20315293662097,seoul,seoul_v5,v5,2026-03-15T20:04:14.490824,6,ARIMA,24,clean_only,False,42,0,0,48
632.9970716493976,714.8945949348864,2.18603253291591,59.58680380306313,seoul,seoul_v5,v5,2026-03-15T20:04:15.018896,7,ARIMA,24,clean_only,False,42,0,0,48
595.4641587620578,663.685335202515,2.0472481958814903,65.28563378217905,seoul,seoul_v5,v5,2026-03-15T20:04:15.689359,8,ARIMA,24,clean_only,False,42,0,0,48
542.7339762536366,641.4332557503554,1.863019736350347,54.64144328035601,seoul,seoul_v5,v5,2026-03-15T20:04:16.321142,9,ARIMA,24,clean_only,False,42,0,0,48
545.4502608073163,610.5232293383451,1.8634792481956413,53.3318563007383,seoul,seoul_v5,v5,2026-03-15T20:04:16.861015,10,ARIMA,24,clean_only,False,42,0,0,48
537.1914681808997,610.7863947611237,1.8342527824194168,50.64311801327269,seoul,seoul_v5,v5,2026-03-15T20:04:17.360526,11,ARIMA,24,clean_only,False,42,0,0,48
586.9647097258435,653.2366381424755,2.003962697989208,55.50384908787959,seoul,seoul_v5,v5,2026-03-15T20:04:17.862350,12,ARIMA,24,clean_only,False,42,0,0,48
536.4439577970118,616.645697618021,1.829852973552768,52.99660496853763,seoul,seoul_v5,v5,2026-03-15T20:04:18.333411,13,ARIMA,24,clean_only,False,42,0,0,48
511.3112918912254,584.7491002536725,1.7421051764488424,58.553475215873455,seoul,seoul_v5,v5,2026-03-15T20:04:18.771439,14,ARIMA,24,clean_only,False,42,0,0,48
454.3458776164048,500.1358645548452,1.5393097709077297,56.94229238498784,seoul,seoul_v5,v5,2026-03-15T20:04:19.257796,15,ARIMA,24,clean_only,False,42,0,0,48
531.2167062040222,606.3515161965305,1.794920575159695,54.87408228657574,seoul,seoul_v5,v5,2026-03-15T20:04:19.746493,16,ARIMA,24,clean_only,False,42,0,0,48
561.9078556778226,618.3686880766905,1.892159987430272,56.612187808068015,seoul,seoul_v5,v5,2026-03-15T20:04:20.195126,17,ARIMA,24,clean_only,False,42,0,0,48
467.721494505154,525.6762776267544,1.5744644354763269,52.54264220721571,seoul,seoul_v5,v5,2026-03-15T20:04:20.716616,18,ARIMA,24,clean_only,False,42,0,0,48
466.1126515665526,522.5805445518611,1.5686246406390516,52.961065877958106,seoul,seoul_v5,v5,2026-03-15T20:04:21.299661,19,ARIMA,24,clean_only,False,42,0,0,48
597.4563062382726,684.7082645497417,2.09091478432206,54.84420318904706,seoul,seoul_v5,v5,2026-03-15T20:04:21.987394,0,ARIMA,48,clean_only,False,42,0,0,48
590.0930373172534,712.5886373229317,2.049206747476382,53.17625315896035,seoul,seoul_v5,v5,2026-03-15T20:04:22.476384,1,ARIMA,48,clean_only,False,42,0,0,48
645.6645661430098,715.621653456728,2.226041214047356,55.22146720723386,seoul,seoul_v5,v5,2026-03-15T20:04:23.027678,2,ARIMA,48,clean_only,False,42,0,0,48
566.8587963616554,635.6981516633205,1.9565478105512168,53.29325304598359,seoul,seoul_v5,v5,2026-03-15T20:04:23.546695,3,ARIMA,48,clean_only,False,42,0,0,48
606.90274964049,675.5442299379606,2.0865748861527926,62.41092220226125,seoul,seoul_v5,v5,2026-03-15T20:04:24.225791,4,ARIMA,48,clean_only,False,42,0,0,48
539.9559473820697,608.9381778904036,1.8447084458205985,51.98042052654242,seoul,seoul_v5,v5,2026-03-15T20:04:24.765454,5,ARIMA,48,clean_only,False,42,0,0,48
566.2500138967797,636.0532513698607,1.9332404261834204,54.64368684934197,seoul,seoul_v5,v5,2026-03-15T20:04:25.267785,6,ARIMA,48,clean_only,False,42,0,0,48
541.6224018030015,607.678651472427,1.845379135617436,61.91865584215047,seoul,seoul_v5,v5,2026-03-15T20:04:25.705779,7,ARIMA,48,clean_only,False,42,0,0,48
512.6325760423316,581.4947742142214,1.7321269220063,53.46728131384444,seoul,seoul_v5,v5,2026-03-15T20:04:26.202562,8,ARIMA,48,clean_only,False,42,0,0,48
476.7889047908554,530.5429095773471,1.604987546311362,53.603488212261,seoul,seoul_v5,v5,2026-03-15T20:04:26.724973,9,ARIMA,48,clean_only,False,42,0,0,48
425.6990956399943,477.473693904923,1.4329570558015312,50.26545372076936,seoul,seoul_v5,v5,2026-03-15T20:04:27.182985,10,ARIMA,48,clean_only,False,42,0,0,48
534.0145702966585,590.5084599845709,1.7956873344789743,63.24174637744272,seoul,seoul_v5,v5,2026-03-15T20:04:27.622096,11,ARIMA,48,clean_only,False,42,0,0,48
477.0636345932136,569.9352810998009,1.5971834497524935,49.64198968543812,seoul,seoul_v5,v5,2026-03-15T20:04:28.053882,12,ARIMA,48,clean_only,False,42,0,0,48
528.5875865078619,585.4064890195408,1.7687129158582948,54.30906353292848,seoul,seoul_v5,v5,2026-03-15T20:04:28.532184,13,ARIMA,48,clean_only,False,42,0,0,48
496.02807307033737,580.6146978012388,1.6539915094972777,55.65399930466642,seoul,seoul_v5,v5,2026-03-15T20:04:28.970334,14,ARIMA,48,clean_only,False,42,0,0,48
473.1861443012687,648.9596386507283,1.5702252472873035,52.1585737584132,seoul,seoul_v5,v5,2026-03-15T20:04:29.547554,15,ARIMA,48,clean_only,False,42,0,0,48
552.650669060136,623.6882270740932,1.8222769007379933,57.65873330384517,seoul,seoul_v5,v5,2026-03-15T20:04:30.018154,16,ARIMA,48,clean_only,False,42,0,0,48
608.691591307712,691.2915033825734,1.98861206682403,52.290953119211146,seoul,seoul_v5,v5,2026-03-15T20:04:30.855552,17,ARIMA,48,clean_only,False,42,0,0,48
595.5465464901839,672.9293711386966,1.9478140793899763,56.18336845900623,seoul,seoul_v5,v5,2026-03-15T20:04:31.347115,18,ARIMA,48,clean_only,False,42,0,0,48
631.6609214497379,723.6678862838298,2.0666961862310416,60.85924931904677,seoul,seoul_v5,v5,2026-03-15T20:04:31.872905,19,ARIMA,48,clean_only,False,42,0,0,48
656.7795549438151,730.7146124183118,2.2985280549115323,57.02662127165033,seoul,seoul_v5,v5,2026-03-15T20:04:32.583983,0,ARIMA,168,clean_only,False,42,0,0,48
669.6837772620282,745.9918328716655,2.312728746194981,62.0039340715764,seoul,seoul_v5,v5,2026-03-15T20:04:33.127420,1,ARIMA,168,clean_only,False,42,0,0,48
540.4102311363959,600.3507295278207,1.841249109884536,58.36399378412848,seoul,seoul_v5,v5,2026-03-15T20:04:33.586707,2,ARIMA,168,clean_only,False,42,0,0,48
511.2363449953512,571.8831281245816,1.7218498892667542,55.96328257693598,seoul,seoul_v5,v5,2026-03-15T20:04:33.997385,3,ARIMA,168,clean_only,False,42,0,0,48
557.0115439306379,634.8912019667071,1.8573391595572144,57.12579865402096,seoul,seoul_v5,v5,2026-03-15T20:04:34.424094,4,ARIMA,168,clean_only,False,42,0,0,48
765.624750882733,861.3130546553704,2.5055384749367624,72.59335983855357,seoul,seoul_v5,v5,2026-03-15T20:04:34.894169,5,ARIMA,168,clean_only,False,42,0,0,48
614.474764250044,700.9775803710344,1.9881727403897929,81.74170945131587,seoul,seoul_v5,v5,2026-03-15T20:04:35.329479,6,ARIMA,168,clean_only,False,42,0,0,48
629.2516552762023,744.668491895546,1.955068472672589,60.36746024296365,seoul,seoul_v5,v5,2026-03-15T20:04:35.756302,7,ARIMA,168,clean_only,False,42,0,0,48
621.0796863200717,738.2088923770496,1.9089531424020247,52.25080833877307,seoul,seoul_v5,v5,2026-03-15T20:04:36.134425,8,ARIMA,168,clean_only,False,42,0,0,48
574.4392329087804,719.4753131559935,1.7590437388266458,66.72162360338264,seoul,seoul_v5,v5,2026-03-15T20:04:36.644210,9,ARIMA,168,clean_only,False,42,0,48,48
571.62197935477,688.8626699275457,1.7003548790267222,59.46012703673193,seoul,seoul_v5,v5,2026-03-15T20:04:37.123806,10,ARIMA,168,clean_only,False,42,0,24,96
650.2878301263889,760.0360354764778,1.9623518266254645,66.53630110273282,seoul,seoul_v5,v5,2026-03-15T20:04:37.595425,11,ARIMA,168,clean_only,False,42,0,72,112
1048.239663405867,1239.8642900766242,3.154392097812243,178.11353006903238,seoul,seoul_v5,v5,2026-03-15T20:04:38.250605,12,ARIMA,168,clean_only,False,42,0,31,168
523.7181184593189,643.9686638730906,1.5999323127409442,55.19727348633976,seoul,seoul_v5,v5,2026-03-15T20:04:39.010246,13,ARIMA,168,clean_only,False,42,0,0,199
512.5051311640322,618.3367303196519,1.5934525432450848,57.66685242579596,seoul,seoul_v5,v5,2026-03-15T20:04:39.506519,14,ARIMA,168,clean_only,False,42,0,0,199
